name,meal_type,calories,protein_g,carbs_g,fat_g,food_type,cuisine,is_healthy,tags
Sprouts Salad,snack,297,10.8,27.7,13.2,vegan,north_indian,0,balanced|beginner
Oats with Milk,breakfast,374,12.1,41.5,14.4,vegetarian,north_indian,1,improve_stamina|carb_rich
Egg Curry,dinner,598,15.2,77.5,13.3,non_vegetarian,south_indian,1,balanced|beginner
Fish Curry Rice,lunch,438,17.9,29.7,9.4,non_vegetarian,north_indian,1,balanced|beginner
Tofu Curry,dinner,618,12.6,69.4,9.9,vegan,north_indian,1,weight_loss|light
Upma,breakfast,254,8.7,25.9,10.6,vegetarian,north_indian,1,weight_loss|light
Corn Chaat,snack,186,10.9,19.4,5.5,vegan,north_indian,1,muscle_gain|high_protein
Upma,breakfast,224,7.1,32.6,5.3,vegetarian,south_indian,1,balanced|beginner
Rajma Chawal,lunch,432,6.0,58.3,5.1,vegetarian,north_indian,0,balanced|beginner
Oats with Milk,breakfast,278,16.0,36.9,4.9,vegetarian,north_indian,1,muscle_gain|high_protein
Fruit Bowl,breakfast,168,9.0,16.7,5.7,vegan,south_indian,0,balanced|beginner
Grilled Chicken,dinner,537,35.3,35.4,19.2,non_vegetarian,south_indian,1,muscle_gain|high_protein
Vegetable Khichdi,lunch,522,5.9,52.1,16.8,vegetarian,north_indian,0,balanced|beginner
Protein Shake,snack,231,4.7,36.6,5.3,vegetarian,mixed,1,balanced|beginner
Tofu Curry,dinner,695,18.0,53.4,20.5,vegan,north_indian,0,improve_stamina|carb_rich
Mixed Veg Curry,dinner,429,6.3,32.2,13.2,vegetarian,mixed,0,improve_stamina|carb_rich
Grilled Chicken,dinner,616,33.1,44.1,12.2,non_vegetarian,mixed,1,muscle_gain|high_protein
Mixed Veg Curry,dinner,394,5.3,71.5,3.7,vegetarian,mixed,0,balanced|beginner
Hyderabadi Biryani,lunch,682,14.9,33.9,23.7,non_vegetarian,mixed,0,weight_loss|light
Roasted Chana,snack,93,6.2,6.5,3.9,vegan,north_indian,1,muscle_gain|high_protein
Fruit Salad,snack,175,11.3,11.6,7.7,vegan,north_indian,1,muscle_gain|high_protein
Paneer Sandwich,breakfast,298,10.3,36.0,9.9,vegetarian,south_indian,1,balanced|beginner
Rajma Chawal,lunch,431,44.4,67.5,3.4,vegetarian,north_indian,1,muscle_gain|high_protein
Oats with Milk,breakfast,251,5.1,33.0,8.7,vegetarian,north_indian,1,balanced|beginner
Roti Sabji,dinner,525,7.2,40.1,24.3,vegetarian,mixed,0,weight_loss|light
Vegetable Soup,dinner,517,16.9,51.4,19.7,vegan,south_indian,1,balanced|beginner
Grilled Chicken,dinner,520,11.8,50.6,19.6,non_vegetarian,mixed,0,weight_loss|light
Dal Rice,lunch,564,28.1,74.7,5.7,vegetarian,north_indian,1,weight_loss|light
Corn Chaat,snack,165,4.8,19.2,6.2,vegan,north_indian,1,improve_stamina|carb_rich
Fruit Bowl,breakfast,299,9.1,35.0,12.5,vegan,south_indian,1,balanced|beginner
Fish Curry Rice,lunch,368,13.3,43.6,11.3,non_vegetarian,north_indian,1,weight_loss|light
Pav Bhaji,lunch,563,11.1,57.7,21.7,vegetarian,north_indian,0,weight_loss|light
Tofu Curry,dinner,373,19.5,26.5,7.5,vegan,north_indian,1,muscle_gain|high_protein
Paneer Roti,lunch,393,14.8,53.4,9.8,vegetarian,south_indian,1,weight_loss|light
Vegetable Poha,breakfast,187,9.5,25.6,3.5,vegetarian,south_indian,1,weight_loss|light
Roasted Chana,snack,165,4.0,17.0,7.5,vegan,mixed,1,balanced|beginner
Chicken Curry Rice,lunch,677,27.2,65.0,24.2,non_vegetarian,north_indian,0,muscle_gain|high_protein
Tofu Stir Fry,lunch,410,18.8,58.2,4.7,vegan,north_indian,1,balanced|beginner
Fruit Salad,snack,103,7.0,7.4,4.1,vegan,mixed,1,balanced|beginner
Peanut Chaat,snack,108,4.5,11.0,4.2,vegetarian,north_indian,1,improve_stamina|carb_rich
Vegetable Khichdi,lunch,403,5.7,24.3,20.8,vegetarian,mixed,0,balanced|beginner
Dal Rice,lunch,597,34.4,43.3,19.8,vegetarian,north_indian,1,weight_loss|light
Dal Rice,lunch,579,10.9,64.2,19.4,vegetarian,north_indian,0,balanced|beginner
Tofu Stir Fry,lunch,479,5.8,51.5,18.4,vegan,mixed,0,improve_stamina|carb_rich
Dal Tadka,dinner,362,8.0,26.3,24.0,vegetarian,mixed,0,improve_stamina|carb_rich
Roti Sabji,dinner,552,25.8,20.3,14.0,vegetarian,north_indian,1,muscle_gain|high_protein
Idli Sambar,breakfast,270,7.5,32.9,9.7,vegetarian,north_indian,1,improve_stamina|carb_rich
Oats with Milk,breakfast,302,12.0,37.8,4.1,vegetarian,mixed,1,balanced|beginner
Roasted Chana,snack,198,5.5,23.1,7.1,vegan,south_indian,1,balanced|beginner
Roasted Chana,snack,107,4.9,6.7,5.8,vegan,north_indian,1,muscle_gain|high_protein
Paneer Roti,lunch,377,25.2,23.7,24.4,vegetarian,mixed,0,muscle_gain|high_protein
Vegetable Soup,dinner,469,30.9,31.2,19.0,vegan,north_indian,1,muscle_gain|high_protein
Roti Sabji,dinner,442,11.8,37.2,24.3,vegetarian,north_indian,0,weight_loss|light
Upma,breakfast,164,10.4,20.1,3.2,vegetarian,south_indian,1,weight_loss|light
Idli Sambar,breakfast,184,4.0,23.9,6.4,vegetarian,north_indian,1,balanced|beginner
Grilled Chicken,dinner,572,35.4,66.1,7.0,non_vegetarian,north_indian,1,weight_loss|light
Chicken Curry Rice,lunch,547,24.7,58.8,12.7,non_vegetarian,mixed,1,improve_stamina|carb_rich
Sabudana Khichdi,breakfast,303,16.1,62.0,3.0,vegetarian,north_indian,1,improve_stamina|carb_rich
Chicken Curry Rice,lunch,521,6.6,61.3,12.2,non_vegetarian,mixed,0,improve_stamina|carb_rich
Sprouts Salad,snack,113,9.1,7.4,4.2,vegan,north_indian,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,490,25.7,38.0,18.2,non_vegetarian,mixed,1,muscle_gain|high_protein
Vegetable Soup,dinner,488,13.3,54.9,14.5,vegan,mixed,1,improve_stamina|carb_rich
Fruit Bowl,breakfast,448,29.7,49.0,10.8,vegan,mixed,1,muscle_gain|high_protein
Paneer Cubes,snack,102,9.7,8.3,2.4,vegetarian,north_indian,1,muscle_gain|high_protein
Sprouts Salad,snack,154,2.6,18.5,6.4,vegan,mixed,1,balanced|beginner
Fruit Salad,snack,237,5.3,21.6,12.3,vegan,north_indian,1,weight_loss|light
Tofu Curry,dinner,532,10.5,36.6,21.7,vegan,mixed,0,improve_stamina|carb_rich
Vegetable Soup,dinner,614,19.3,65.3,13.3,vegan,south_indian,1,balanced|beginner
Roti Sabji,dinner,491,11.8,40.2,18.6,vegetarian,south_indian,0,improve_stamina|carb_rich
Hyderabadi Biryani,lunch,596,7.7,60.0,7.3,non_vegetarian,mixed,0,weight_loss|light
Pav Bhaji,lunch,643,42.6,58.5,3.2,vegetarian,north_indian,1,muscle_gain|high_protein
Fish Curry Rice,lunch,544,9.3,55.3,19.6,non_vegetarian,north_indian,0,weight_loss|light
Chicken Curry Rice,lunch,545,15.8,68.7,20.1,non_vegetarian,south_indian,1,improve_stamina|carb_rich
Buttermilk,snack,152,4.0,16.8,6.3,vegetarian,south_indian,1,balanced|beginner
Peanut Chaat,snack,208,15.8,19.5,5.6,vegetarian,south_indian,1,muscle_gain|high_protein
Vegetable Soup,dinner,364,4.3,43.0,16.2,vegan,south_indian,0,improve_stamina|carb_rich
Upma,breakfast,349,14.1,34.1,14.2,vegetarian,mixed,1,muscle_gain|high_protein
Corn Chaat,snack,136,8.6,17.7,2.2,vegan,north_indian,1,improve_stamina|carb_rich
Idli Sambar,breakfast,349,10.6,47.5,6.0,vegetarian,north_indian,1,weight_loss|light
Grilled Chicken,dinner,378,42.8,46.9,5.0,non_vegetarian,north_indian,1,muscle_gain|high_protein
Chicken Curry Rice,lunch,460,17.0,46.1,9.2,non_vegetarian,mixed,1,improve_stamina|carb_rich
Fish Curry Rice,lunch,493,11.1,61.9,18.0,non_vegetarian,south_indian,0,improve_stamina|carb_rich
Tofu Stir Fry,lunch,695,17.1,86.4,17.3,vegan,south_indian,0,improve_stamina|carb_rich
Tofu Scramble,breakfast,374,11.3,40.9,15.0,vegan,north_indian,1,balanced|beginner
Roti Sabji,dinner,691,17.7,57.0,13.2,vegetarian,north_indian,0,weight_loss|light
Masala Omelette,breakfast,416,15.1,43.5,11.9,non_vegetarian,north_indian,1,weight_loss|light
Tofu Scramble,breakfast,365,19.5,21.6,8.7,vegan,mixed,1,weight_loss|light
Fruit Bowl,breakfast,444,15.1,55.4,14.1,vegan,mixed,0,balanced|beginner
Buttermilk,snack,162,4.1,20.3,5.8,vegetarian,mixed,1,balanced|beginner
Pav Bhaji,lunch,549,19.3,32.6,24.6,vegetarian,north_indian,0,weight_loss|light
Sprouts Salad,snack,129,6.3,19.9,1.5,vegan,south_indian,1,improve_stamina|carb_rich
Grilled Chicken,dinner,419,15.1,32.0,12.3,non_vegetarian,north_indian,1,weight_loss|light
Paneer Bhurji,dinner,374,9.5,37.8,15.6,vegetarian,south_indian,0,improve_stamina|carb_rich
Grilled Chicken,dinner,386,10.8,38.3,13.4,non_vegetarian,mixed,0,improve_stamina|carb_rich
Roti Sabji,dinner,443,22.1,55.2,12.9,vegetarian,north_indian,1,muscle_gain|high_protein
Fish Fry,dinner,497,15.1,66.6,3.1,non_vegetarian,mixed,1,improve_stamina|carb_rich
Chicken Curry Rice,lunch,562,12.2,59.6,14.4,non_vegetarian,north_indian,1,weight_loss|light
Fish Curry Rice,lunch,365,11.8,29.8,23.0,non_vegetarian,mixed,0,weight_loss|light
Peanut Chaat,snack,137,5.3,15.9,4.5,vegetarian,north_indian,1,balanced|beginner
Upma,breakfast,381,11.1,50.1,17.0,vegetarian,mixed,1,improve_stamina|carb_rich
Paneer Cubes,snack,299,12.6,40.6,7.0,vegetarian,north_indian,1,weight_loss|light
Boiled Eggs,snack,83,1.6,8.3,4.1,non_vegetarian,north_indian,1,weight_loss|light
Pav Bhaji,lunch,472,8.0,51.1,18.2,vegetarian,mixed,0,weight_loss|light
Chicken Curry Rice,lunch,620,30.1,55.5,18.4,non_vegetarian,mixed,1,improve_stamina|carb_rich
Vegetable Poha,breakfast,386,14.8,53.7,4.7,vegetarian,mixed,1,weight_loss|light
Sprouts Salad,snack,83,1.5,12.3,2.3,vegan,mixed,1,improve_stamina|carb_rich
Mixed Veg Curry,dinner,691,7.1,76.0,9.5,vegetarian,mixed,0,improve_stamina|carb_rich
Boiled Eggs,snack,116,2.4,14.7,4.2,non_vegetarian,mixed,1,improve_stamina|carb_rich
Protein Shake,snack,153,5.1,10.5,8.7,vegetarian,mixed,1,improve_stamina|carb_rich
Roti Sabji,dinner,588,10.1,47.4,20.7,vegetarian,mixed,0,improve_stamina|carb_rich
Paneer Sandwich,breakfast,237,4.5,24.9,11.1,vegetarian,mixed,1,improve_stamina|carb_rich
Paneer Sandwich,breakfast,349,27.3,30.0,10.2,vegetarian,mixed,1,muscle_gain|high_protein
Fruit Salad,snack,253,7.2,29.7,9.5,vegan,north_indian,1,balanced|beginner
Grilled Chicken,dinner,520,30.6,65.0,10.5,non_vegetarian,mixed,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,353,8.6,45.8,12.0,non_vegetarian,south_indian,0,improve_stamina|carb_rich
Upma,breakfast,198,2.3,25.8,7.7,vegetarian,north_indian,1,improve_stamina|carb_rich
Chicken Curry Rice,lunch,554,19.9,65.0,4.8,non_vegetarian,mixed,1,muscle_gain|high_protein
Peanut Chaat,snack,124,3.9,13.3,5.1,vegetarian,north_indian,1,muscle_gain|high_protein
Paneer Sandwich,breakfast,193,10.0,17.0,7.7,vegetarian,north_indian,1,improve_stamina|carb_rich
Roti Sabji,dinner,399,15.7,60.5,6.9,vegetarian,north_indian,1,balanced|beginner
Fruit Bowl,breakfast,428,37.7,35.9,3.9,vegan,south_indian,1,muscle_gain|high_protein
Masala Omelette,breakfast,432,19.5,71.0,8.1,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Pav Bhaji,lunch,568,16.8,42.4,15.2,vegetarian,south_indian,1,weight_loss|light
Fish Fry,dinner,651,20.0,59.0,22.2,non_vegetarian,north_indian,0,balanced|beginner
Chicken Curry Rice,lunch,385,11.3,38.0,17.5,non_vegetarian,south_indian,0,weight_loss|light
Upma,breakfast,405,15.5,38.5,4.0,vegetarian,south_indian,1,improve_stamina|carb_rich
Dal Rice,lunch,686,19.8,73.3,21.2,vegetarian,mixed,0,balanced|beginner
Roti Sabji,dinner,592,12.2,48.5,22.3,vegetarian,mixed,0,improve_stamina|carb_rich
Rajma Chawal,lunch,617,23.9,38.5,28.5,vegetarian,north_indian,0,weight_loss|light
Hyderabadi Biryani,lunch,511,18.7,50.1,3.1,non_vegetarian,mixed,1,muscle_gain|high_protein
Sabudana Khichdi,breakfast,396,20.1,49.4,9.5,vegetarian,north_indian,1,muscle_gain|high_protein
Dal Rice,lunch,407,19.9,43.2,7.9,vegetarian,mixed,1,muscle_gain|high_protein
Paneer Roti,lunch,556,17.3,75.2,8.3,vegetarian,north_indian,1,weight_loss|light
Upma,breakfast,216,3.7,38.6,3.3,vegetarian,south_indian,1,improve_stamina|carb_rich
Buttermilk,snack,228,3.7,32.2,7.4,vegetarian,north_indian,1,balanced|beginner
Fruit Bowl,breakfast,417,9.0,56.3,14.6,vegan,north_indian,1,improve_stamina|carb_rich
Mixed Veg Curry,dinner,354,3.5,46.4,14.0,vegetarian,mixed,0,balanced|beginner
Idli Sambar,breakfast,327,9.9,40.4,11.1,vegetarian,north_indian,1,balanced|beginner
Fruit Salad,snack,91,5.9,10.9,1.8,vegan,south_indian,1,improve_stamina|carb_rich
Pav Bhaji,lunch,678,5.5,61.9,22.9,vegetarian,mixed,0,weight_loss|light
Grilled Chicken,dinner,570,39.4,77.6,5.7,non_vegetarian,north_indian,1,muscle_gain|high_protein
Tofu Scramble,breakfast,222,20.4,21.7,4.0,vegan,south_indian,1,muscle_gain|high_protein
Fruit Bowl,breakfast,312,12.4,39.4,8.9,vegan,north_indian,1,weight_loss|light
Boiled Eggs,snack,132,6.1,9.1,6.7,non_vegetarian,south_indian,1,muscle_gain|high_protein
Paneer Bhurji,dinner,464,17.4,40.1,13.1,vegetarian,north_indian,1,balanced|beginner
Vegetable Soup,dinner,565,20.0,37.3,21.3,vegan,north_indian,1,weight_loss|light
Buttermilk,snack,216,5.6,28.0,7.1,vegetarian,north_indian,1,balanced|beginner
Tofu Stir Fry,lunch,643,23.2,34.6,32.9,vegan,north_indian,0,balanced|beginner
Thepla,breakfast,422,8.1,48.5,8.3,vegetarian,north_indian,0,weight_loss|light
Sprouts Salad,snack,97,4.7,8.1,4.2,vegan,north_indian,1,balanced|beginner
Tofu Scramble,breakfast,407,6.0,22.3,15.7,vegan,north_indian,1,weight_loss|light
Oats with Milk,breakfast,247,3.6,31.6,9.6,vegetarian,north_indian,1,weight_loss|light
Fish Fry,dinner,609,24.5,73.0,12.1,non_vegetarian,mixed,1,balanced|beginner
Protein Shake,snack,173,3.9,27.4,3.8,vegetarian,mixed,1,weight_loss|light
Egg Curry,dinner,362,5.6,52.1,11.4,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Mixed Veg Curry,dinner,401,12.6,50.6,12.9,vegetarian,north_indian,1,improve_stamina|carb_rich
Masala Omelette,breakfast,212,9.1,25.5,6.3,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Peanut Chaat,snack,255,7.2,31.3,13.1,vegetarian,mixed,1,improve_stamina|carb_rich
Egg Curry,dinner,389,43.1,30.5,5.4,non_vegetarian,mixed,1,muscle_gain|high_protein
Tofu Curry,dinner,397,11.2,63.6,14.8,vegan,south_indian,0,balanced|beginner
Roasted Chana,snack,137,4.3,18.8,3.8,vegan,north_indian,1,weight_loss|light
Paneer Bhurji,dinner,506,8.2,79.6,15.7,vegetarian,north_indian,0,balanced|beginner
Hyderabadi Biryani,lunch,531,16.4,63.1,13.6,non_vegetarian,north_indian,1,weight_loss|light
Upma,breakfast,393,8.6,57.0,6.7,vegetarian,north_indian,1,balanced|beginner
Roti Sabji,dinner,471,9.3,52.6,7.1,vegetarian,north_indian,0,improve_stamina|carb_rich
Peanut Chaat,snack,133,1.9,16.3,5.5,vegetarian,north_indian,1,weight_loss|light
Grilled Chicken,dinner,688,12.9,78.5,23.4,non_vegetarian,mixed,0,improve_stamina|carb_rich
Boiled Eggs,snack,205,5.8,35.8,2.5,non_vegetarian,mixed,1,improve_stamina|carb_rich
Hyderabadi Biryani,lunch,667,16.4,71.4,21.7,non_vegetarian,south_indian,0,weight_loss|light
Egg Curry,dinner,470,9.7,56.6,14.3,non_vegetarian,north_indian,0,weight_loss|light
Peanut Chaat,snack,273,17.9,43.2,5.4,vegetarian,north_indian,0,improve_stamina|carb_rich
Boiled Eggs,snack,169,4.4,20.5,6.2,non_vegetarian,north_indian,1,weight_loss|light
Idli Sambar,breakfast,368,7.2,42.5,24.2,vegetarian,north_indian,0,improve_stamina|carb_rich
Paneer Bhurji,dinner,525,11.1,68.6,20.5,vegetarian,south_indian,0,improve_stamina|carb_rich
Paneer Roti,lunch,515,12.5,43.3,13.7,vegetarian,north_indian,1,weight_loss|light
Fish Fry,dinner,402,29.4,36.2,11.9,non_vegetarian,north_indian,1,muscle_gain|high_protein
Pav Bhaji,lunch,518,7.7,66.8,10.5,vegetarian,mixed,0,improve_stamina|carb_rich
Oats with Milk,breakfast,150,4.4,18.3,5.3,vegetarian,north_indian,1,weight_loss|light
Fruit Salad,snack,153,6.6,10.1,8.2,vegan,mixed,1,balanced|beginner
Paneer Sandwich,breakfast,171,13.7,16.9,3.9,vegetarian,mixed,0,muscle_gain|high_protein
Vegetable Soup,dinner,589,20.0,68.6,4.4,vegan,north_indian,1,improve_stamina|carb_rich
Dal Tadka,dinner,551,21.6,73.9,7.8,vegetarian,south_indian,1,balanced|beginner
Peanut Chaat,snack,228,4.6,32.4,6.8,vegetarian,north_indian,1,balanced|beginner
Paneer Bhurji,dinner,554,5.1,62.8,12.6,vegetarian,north_indian,0,balanced|beginner
Vegetable Poha,breakfast,222,9.7,16.0,11.3,vegetarian,north_indian,1,improve_stamina|carb_rich
Protein Shake,snack,235,4.0,31.4,8.3,vegetarian,south_indian,1,balanced|beginner
Vegetable Soup,dinner,451,5.7,46.9,4.5,vegan,north_indian,0,weight_loss|light
Roasted Chana,snack,110,5.6,14.0,2.5,vegan,mixed,1,weight_loss|light
Fruit Salad,snack,159,3.7,16.4,7.3,vegan,north_indian,1,improve_stamina|carb_rich
Protein Shake,snack,157,4.2,27.4,2.0,vegetarian,north_indian,1,balanced|beginner
Paneer Sandwich,breakfast,244,12.8,18.0,11.2,vegetarian,south_indian,1,muscle_gain|high_protein
Hyderabadi Biryani,lunch,604,9.3,60.0,14.6,non_vegetarian,mixed,0,improve_stamina|carb_rich
Dal Tadka,dinner,411,17.1,56.3,13.6,vegetarian,north_indian,1,improve_stamina|carb_rich
Hyderabadi Biryani,lunch,498,8.1,66.9,5.4,non_vegetarian,north_indian,0,improve_stamina|carb_rich
Protein Shake,snack,281,14.6,36.8,8.2,vegetarian,north_indian,1,weight_loss|light
Vegetable Soup,dinner,680,8.3,66.0,21.3,vegan,north_indian,0,weight_loss|light
Vegetable Soup,dinner,575,10.5,66.1,15.2,vegan,south_indian,0,balanced|beginner
Tofu Curry,dinner,557,17.5,72.5,7.5,vegan,south_indian,1,improve_stamina|carb_rich
Mixed Veg Curry,dinner,389,5.1,41.4,5.5,vegetarian,north_indian,0,balanced|beginner
Paneer Sandwich,breakfast,417,14.8,70.9,9.3,vegetarian,south_indian,1,balanced|beginner
Tofu Curry,dinner,398,9.8,56.5,6.8,vegan,north_indian,0,balanced|beginner
Tofu Scramble,breakfast,370,7.9,58.0,8.5,vegan,south_indian,1,balanced|beginner
Egg Curry,dinner,528,9.9,66.8,17.2,non_vegetarian,north_indian,0,weight_loss|light
Fruit Bowl,breakfast,161,6.7,16.5,6.1,vegan,south_indian,0,balanced|beginner
Fruit Bowl,breakfast,170,4.8,22.9,5.1,vegan,north_indian,0,improve_stamina|carb_rich
Grilled Chicken,dinner,584,56.8,50.1,5.7,non_vegetarian,north_indian,1,muscle_gain|high_protein
Kadhi Rice,lunch,445,12.0,75.2,10.6,vegetarian,north_indian,1,improve_stamina|carb_rich
Grilled Chicken,dinner,515,9.8,80.8,6.7,non_vegetarian,mixed,0,balanced|beginner
Masala Omelette,breakfast,162,10.9,12.4,6.2,non_vegetarian,south_indian,0,improve_stamina|carb_rich
Mixed Veg Curry,dinner,368,6.9,24.7,17.6,vegetarian,mixed,0,improve_stamina|carb_rich
Peanut Chaat,snack,236,8.1,26.6,8.7,vegetarian,north_indian,1,weight_loss|light
Sabudana Khichdi,breakfast,202,5.9,31.5,4.1,vegetarian,south_indian,1,improve_stamina|carb_rich
Vegetable Khichdi,lunch,366,8.8,70.0,4.0,vegetarian,north_indian,1,weight_loss|light
Idli Sambar,breakfast,413,42.4,66.1,4.5,vegetarian,south_indian,1,muscle_gain|high_protein
Corn Chaat,snack,278,6.5,37.4,8.9,vegan,north_indian,1,weight_loss|light
Tofu Scramble,breakfast,233,6.0,26.6,9.4,vegan,mixed,1,weight_loss|light
Paneer Sandwich,breakfast,367,15.7,28.8,17.7,vegetarian,mixed,1,weight_loss|light
Paneer Roti,lunch,361,17.0,37.9,15.9,vegetarian,south_indian,1,balanced|beginner
Paneer Roti,lunch,660,13.1,73.6,7.3,vegetarian,north_indian,0,balanced|beginner
Sprouts Salad,snack,277,19.8,27.0,5.2,vegan,south_indian,0,improve_stamina|carb_rich
Buttermilk,snack,282,6.0,36.3,10.0,vegetarian,north_indian,1,weight_loss|light
Grilled Chicken,dinner,376,14.7,37.7,9.1,non_vegetarian,north_indian,1,balanced|beginner
Egg Curry,dinner,536,21.3,38.5,9.7,non_vegetarian,south_indian,1,muscle_gain|high_protein
Paneer Cubes,snack,279,7.7,30.9,11.4,vegetarian,mixed,0,improve_stamina|carb_rich
Paneer Bhurji,dinner,658,17.8,71.1,13.4,vegetarian,north_indian,0,balanced|beginner
Upma,breakfast,392,9.3,25.5,18.0,vegetarian,north_indian,1,balanced|beginner
Pav Bhaji,lunch,553,17.9,81.6,6.2,vegetarian,north_indian,1,improve_stamina|carb_rich
Paneer Cubes,snack,205,10.8,30.4,2.7,vegetarian,south_indian,1,improve_stamina|carb_rich
Fish Fry,dinner,623,25.7,66.8,15.7,non_vegetarian,north_indian,1,balanced|beginner
Paneer Sandwich,breakfast,377,10.5,53.8,9.9,vegetarian,mixed,1,weight_loss|light
Boiled Eggs,snack,91,2.5,9.3,4.1,non_vegetarian,north_indian,1,weight_loss|light
Chicken Curry Rice,lunch,635,31.5,68.8,13.3,non_vegetarian,south_indian,1,improve_stamina|carb_rich
Idli Sambar,breakfast,278,8.7,23.7,11.0,vegetarian,south_indian,1,improve_stamina|carb_rich
Tofu Scramble,breakfast,325,11.5,48.8,6.4,vegan,north_indian,1,balanced|beginner
Egg Curry,dinner,689,36.4,71.3,14.9,non_vegetarian,mixed,0,balanced|beginner
Masala Omelette,breakfast,402,7.2,23.0,12.1,non_vegetarian,south_indian,1,improve_stamina|carb_rich
Tofu Stir Fry,lunch,511,18.0,79.5,11.9,vegan,north_indian,1,improve_stamina|carb_rich
Tofu Curry,dinner,575,18.9,51.9,23.9,vegan,north_indian,0,improve_stamina|carb_rich
Fruit Bowl,breakfast,359,16.4,61.3,7.4,vegan,north_indian,1,weight_loss|light
Kadhi Rice,lunch,568,20.1,68.0,21.5,vegetarian,mixed,1,muscle_gain|high_protein
Sprouts Salad,snack,177,7.7,20.8,5.5,vegan,mixed,1,muscle_gain|high_protein
Masala Omelette,breakfast,278,4.7,34.2,11.1,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Corn Chaat,snack,262,6.8,18.2,15.7,vegan,north_indian,0,balanced|beginner
Paneer Bhurji,dinner,688,5.0,78.3,20.4,vegetarian,north_indian,0,weight_loss|light
Mixed Veg Curry,dinner,650,37.2,35.5,26.9,vegetarian,mixed,0,muscle_gain|high_protein
Peanut Chaat,snack,157,4.0,21.4,4.8,vegetarian,mixed,1,improve_stamina|carb_rich
Corn Chaat,snack,177,3.4,26.3,4.9,vegan,north_indian,1,improve_stamina|carb_rich
Mixed Veg Curry,dinner,526,17.5,24.1,22.0,vegetarian,north_indian,1,weight_loss|light
Fruit Bowl,breakfast,337,8.7,68.5,8.0,vegan,mixed,1,improve_stamina|carb_rich
Hyderabadi Biryani,lunch,487,31.9,53.0,12.0,non_vegetarian,mixed,1,muscle_gain|high_protein
Pav Bhaji,lunch,531,11.6,66.4,13.7,vegetarian,mixed,0,improve_stamina|carb_rich
Sprouts Salad,snack,300,10.8,38.7,8.6,vegan,south_indian,0,improve_stamina|carb_rich
Tofu Scramble,breakfast,251,16.0,41.6,4.2,vegan,north_indian,1,balanced|beginner
Chicken Curry Rice,lunch,482,6.0,33.3,23.7,non_vegetarian,mixed,0,improve_stamina|carb_rich
Tofu Scramble,breakfast,192,2.9,17.9,10.4,vegan,mixed,1,improve_stamina|carb_rich
Tofu Stir Fry,lunch,633,18.0,78.0,6.6,vegan,north_indian,1,balanced|beginner
Masala Omelette,breakfast,429,29.9,37.6,24.6,non_vegetarian,north_indian,0,muscle_gain|high_protein
Vegetable Khichdi,lunch,409,34.7,53.1,2.8,vegetarian,mixed,1,muscle_gain|high_protein
Pav Bhaji,lunch,608,16.1,55.8,19.7,vegetarian,north_indian,1,weight_loss|light
Vegetable Soup,dinner,424,13.5,35.6,13.4,vegan,north_indian,1,weight_loss|light
Kadhi Rice,lunch,673,18.8,29.5,21.1,vegetarian,north_indian,0,weight_loss|light
Masala Omelette,breakfast,202,17.7,21.7,6.7,non_vegetarian,south_indian,1,balanced|beginner
Grilled Chicken,dinner,540,5.9,47.3,14.8,non_vegetarian,north_indian,0,balanced|beginner
Peanut Chaat,snack,227,17.5,34.2,5.3,vegetarian,north_indian,1,improve_stamina|carb_rich
Pav Bhaji,lunch,436,12.2,72.1,3.9,vegetarian,mixed,1,weight_loss|light
Corn Chaat,snack,242,5.5,26.2,10.7,vegan,south_indian,1,balanced|beginner
Dal Tadka,dinner,581,10.1,48.3,27.0,vegetarian,south_indian,0,weight_loss|light
Vegetable Poha,breakfast,238,15.9,18.3,9.1,vegetarian,north_indian,1,muscle_gain|high_protein
Protein Shake,snack,252,11.2,30.9,7.0,vegetarian,mixed,1,weight_loss|light
Egg Curry,dinner,427,19.4,67.6,15.0,non_vegetarian,south_indian,1,muscle_gain|high_protein
Peanut Chaat,snack,112,5.7,12.3,3.5,vegetarian,mixed,1,muscle_gain|high_protein
Masala Omelette,breakfast,216,4.1,34.7,4.8,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Upma,breakfast,325,20.6,40.2,6.2,vegetarian,north_indian,1,muscle_gain|high_protein
Protein Shake,snack,270,10.9,40.7,4.6,vegetarian,north_indian,0,balanced|beginner
Egg Curry,dinner,650,33.1,74.7,11.3,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Tofu Stir Fry,lunch,545,17.9,78.4,13.1,vegan,north_indian,1,weight_loss|light
Oats with Milk,breakfast,424,13.5,51.4,8.5,vegetarian,mixed,0,balanced|beginner
Dal Tadka,dinner,571,9.9,54.4,23.4,vegetarian,north_indian,0,weight_loss|light
Fruit Bowl,breakfast,242,11.7,23.4,13.8,vegan,mixed,1,improve_stamina|carb_rich
Dal Tadka,dinner,415,25.0,27.2,19.3,vegetarian,mixed,1,muscle_gain|high_protein
Roasted Chana,snack,247,8.7,27.3,9.2,vegan,north_indian,1,improve_stamina|carb_rich
