name,meal_type,calories,protein_g,carbs_g,fat_g,food_type,cuisine,is_healthy,tags
Dal Tadka 4687,dinner,540,14.4,28.7,19.2,vegetarian,bengali,0,balanced|beginner
Tofu Scramble 4688,breakfast,384,19.8,65.2,14.1,vegan,north_indian,1,improve_stamina|carb_rich
Pav Bhaji 4689,lunch,420,28.9,63.1,14.2,vegetarian,hyderabadi,1,muscle_gain|high_protein
Roasted Chana 4690,snack,124,17.7,29.9,19.8,vegan,south_indian,0,improve_stamina|carb_rich
Pav Bhaji 4691,lunch,497,12.5,43.3,14.3,vegetarian,north_indian,1,improve_stamina|carb_rich
Kadhi Rice 4692,lunch,577,17.0,74.0,19.4,vegetarian,kerala,0,balanced|beginner
Buttermilk 4693,snack,166,10.3,31.4,7.5,vegetarian,mixed,1,weight_loss|light
Protein Shake 4694,snack,116,9.6,54.2,23.3,vegetarian,mixed,0,weight_loss|light
Oats with Milk 4695,breakfast,231,16.7,62.3,11.1,vegetarian,maharashtrian,1,balanced|beginner
Paneer Roti 4696,lunch,415,19.9,28.7,4.5,vegetarian,gujarati,1,balanced|beginner
Chicken Curry Rice 4697,lunch,475,16.4,33.1,15.0,non_vegetarian,north_indian,1,weight_loss|light
Fruit Salad 4698,snack,171,17.8,61.6,14.6,vegan,bengali,1,improve_stamina|carb_rich
Fish Curry Rice 4699,lunch,628,12.7,25.5,7.9,non_vegetarian,maharashtrian,0,balanced|beginner
Roasted Chana 4700,snack,275,17.0,41.3,24.3,vegan,north_indian,0,balanced|beginner
Hyderabadi Biryani 4701,lunch,576,5.6,58.0,11.1,non_vegetarian,maharashtrian,0,improve_stamina|carb_rich
Oats with Milk 4702,breakfast,258,13.8,47.7,17.0,vegetarian,north_indian,1,weight_loss|light
Vegetable Poha 4703,breakfast,423,19.6,31.3,17.4,vegetarian,south_indian,1,weight_loss|light
Mixed Veg Curry 4704,dinner,646,24.0,63.8,3.7,vegetarian,rajasthani,0,muscle_gain|high_protein
Fruit Bowl 4705,breakfast,182,7.3,41.8,20.0,vegan,hyderabadi,0,balanced|beginner
Pav Bhaji 4706,lunch,432,15.0,66.6,17.1,vegetarian,gujarati,1,improve_stamina|carb_rich
Roti Sabji 4707,dinner,690,19.9,38.5,8.5,vegetarian,kerala,0,weight_loss|light
Rajma Chawal 4708,lunch,359,6.3,44.3,11.0,vegetarian,mixed,1,balanced|beginner
Boiled Eggs 4709,snack,234,26.2,28.4,12.6,non_vegetarian,rajasthani,1,muscle_gain|high_protein
Roasted Chana 4710,snack,104,9.9,77.4,14.5,vegan,hyderabadi,1,balanced|beginner
Tofu Curry 4711,dinner,697,6.9,39.3,18.4,vegan,gujarati,0,improve_stamina|carb_rich
Peanut Chaat 4712,snack,197,28.5,21.7,5.0,vegetarian,maharashtrian,1,muscle_gain|high_protein
Fruit Bowl 4713,breakfast,242,12.8,36.7,23.4,vegan,hyderabadi,0,balanced|beginner
Tofu Scramble 4714,breakfast,299,17.7,31.3,20.1,vegan,mixed,0,balanced|beginner
Vegetable Poha 4715,breakfast,322,34.9,22.3,5.6,vegetarian,north_indian,1,muscle_gain|high_protein
Fruit Salad 4716,snack,299,6.8,22.8,15.2,vegan,punjabi,1,weight_loss|light
Hyderabadi Biryani 4717,lunch,470,9.2,63.1,18.7,non_vegetarian,north_indian,0,weight_loss|light
Dal Rice 4718,lunch,696,19.1,58.7,3.3,vegetarian,punjabi,0,muscle_gain|high_protein
Corn Chaat 4719,snack,179,19.9,73.7,20.6,vegan,maharashtrian,0,muscle_gain|high_protein
Vegetable Soup 4720,dinner,669,23.9,72.3,9.5,vegan,punjabi,0,muscle_gain|high_protein
Paneer Roti 4721,lunch,600,12.1,77.9,22.2,vegetarian,mixed,0,weight_loss|light
Rajma Chawal 4722,lunch,588,8.0,21.4,11.9,vegetarian,north_indian,0,weight_loss|light
Protein Shake 4723,snack,128,15.5,53.7,18.2,vegetarian,hyderabadi,0,balanced|beginner
Roasted Chana 4724,snack,183,16.7,63.9,11.1,vegan,north_indian,1,balanced|beginner
Buttermilk 4725,snack,103,16.5,53.9,5.9,vegetarian,north_indian,1,balanced|beginner
Mixed Veg Curry 4726,dinner,624,28.5,67.1,16.1,vegetarian,kerala,0,muscle_gain|high_protein
Vegetable Soup 4727,dinner,518,35.8,36.1,17.6,vegan,south_indian,0,muscle_gain|high_protein
Hyderabadi Biryani 4728,lunch,600,15.2,71.8,21.4,non_vegetarian,rajasthani,0,balanced|beginner
Peanut Chaat 4729,snack,104,11.8,33.5,18.6,vegetarian,maharashtrian,0,improve_stamina|carb_rich
Kadhi Rice 4730,lunch,681,19.2,72.6,3.1,vegetarian,bengali,0,muscle_gain|high_protein
Oats with Milk 4731,breakfast,394,5.4,45.1,10.0,vegetarian,south_indian,1,improve_stamina|carb_rich
Chicken Curry Rice 4732,lunch,378,6.9,66.9,9.0,non_vegetarian,gujarati,1,improve_stamina|carb_rich
Oats with Milk 4733,breakfast,291,31.5,53.1,15.4,vegetarian,gujarati,1,muscle_gain|high_protein
Boiled Eggs 4734,snack,170,32.6,64.3,15.3,non_vegetarian,punjabi,1,muscle_gain|high_protein
Roti Sabji 4735,dinner,654,20.1,21.4,7.5,vegetarian,hyderabadi,0,muscle_gain|high_protein
Sprouts Salad 4736,snack,138,11.5,22.5,3.1,vegan,south_indian,1,balanced|beginner
Vegetable Poha 4737,breakfast,321,19.7,51.3,11.9,vegetarian,hyderabadi,1,weight_loss|light
Dal Rice 4738,lunch,526,13.9,52.2,8.5,vegetarian,rajasthani,0,improve_stamina|carb_rich
Dal Tadka 4739,dinner,435,30.0,44.2,3.0,vegetarian,hyderabadi,1,muscle_gain|high_protein
Roasted Chana 4740,snack,132,19.1,61.2,3.7,vegan,maharashtrian,1,improve_stamina|carb_rich
Peanut Chaat 4741,snack,122,39.7,64.7,5.0,vegetarian,north_indian,1,muscle_gain|high_protein
Vegetable Soup 4742,dinner,696,27.8,62.0,19.2,vegan,south_indian,0,muscle_gain|high_protein
Masala Omelette 4743,breakfast,394,9.9,37.1,19.7,non_vegetarian,maharashtrian,0,improve_stamina|carb_rich
Thepla 4744,breakfast,398,38.2,22.8,12.6,vegetarian,kerala,1,muscle_gain|high_protein
Egg Curry 4745,dinner,394,11.7,52.8,16.3,non_vegetarian,punjabi,1,improve_stamina|carb_rich
Roasted Chana 4746,snack,205,22.8,34.6,10.7,vegan,gujarati,1,muscle_gain|high_protein
Boiled Eggs 4747,snack,199,14.5,47.9,12.7,non_vegetarian,punjabi,1,weight_loss|light
Oats with Milk 4748,breakfast,308,14.4,27.5,24.9,vegetarian,gujarati,0,balanced|beginner
Corn Chaat 4749,snack,153,19.0,34.6,4.7,vegan,mixed,1,improve_stamina|carb_rich
Vegetable Khichdi 4750,lunch,358,10.5,78.5,17.4,vegetarian,hyderabadi,1,balanced|beginner
Protein Shake 4751,snack,237,12.9,25.3,14.5,vegetarian,gujarati,1,weight_loss|light
Grilled Chicken 4752,dinner,449,13.3,55.3,3.1,non_vegetarian,gujarati,1,weight_loss|light
Sprouts Salad 4753,snack,291,7.2,27.0,20.2,vegan,gujarati,0,weight_loss|light
Egg Curry 4754,dinner,472,12.0,43.9,3.2,non_vegetarian,maharashtrian,1,improve_stamina|carb_rich
Corn Chaat 4755,snack,260,5.1,74.9,5.7,vegan,south_indian,1,balanced|beginner
Paneer Roti 4756,lunch,469,17.3,25.3,20.2,vegetarian,rajasthani,0,balanced|beginner
Paneer Cubes 4757,snack,191,12.2,31.6,14.7,vegetarian,maharashtrian,1,improve_stamina|carb_rich
Roti Sabji 4758,dinner,357,12.0,36.4,23.3,vegetarian,rajasthani,0,balanced|beginner
Chicken Curry Rice 4759,lunch,687,9.4,46.3,11.1,non_vegetarian,mixed,0,weight_loss|light
Sabudana Khichdi 4760,breakfast,242,26.6,50.9,7.0,vegetarian,south_indian,1,muscle_gain|high_protein
Sprouts Salad 4761,snack,137,29.3,45.2,16.2,vegan,bengali,1,muscle_gain|high_protein
Vegetable Soup 4762,dinner,468,14.9,28.5,10.6,vegan,bengali,1,balanced|beginner
Fish Fry 4763,dinner,623,15.5,61.9,21.8,non_vegetarian,south_indian,0,weight_loss|light
Buttermilk 4764,snack,137,11.7,65.3,18.8,vegetarian,hyderabadi,0,weight_loss|light
Idli Sambar 4765,breakfast,247,15.1,25.2,12.3,vegetarian,north_indian,1,balanced|beginner
Peanut Chaat 4766,snack,128,14.0,29.4,12.4,vegetarian,bengali,1,weight_loss|light
Sprouts Salad 4767,snack,173,5.4,57.4,21.1,vegan,bengali,0,improve_stamina|carb_rich
Fish Curry Rice 4768,lunch,608,11.5,67.4,4.7,non_vegetarian,hyderabadi,0,improve_stamina|carb_rich
Tofu Scramble 4769,breakfast,312,24.2,75.0,14.4,vegan,rajasthani,1,muscle_gain|high_protein
Oats with Milk 4770,breakfast,331,18.7,34.5,11.6,vegetarian,north_indian,1,weight_loss|light
Egg Curry 4771,dinner,489,18.1,78.3,11.4,non_vegetarian,punjabi,1,improve_stamina|carb_rich
Roti Sabji 4772,dinner,537,10.7,21.4,16.9,vegetarian,rajasthani,0,balanced|beginner
Pav Bhaji 4773,lunch,359,11.1,23.7,4.5,vegetarian,hyderabadi,1,weight_loss|light
Sprouts Salad 4774,snack,145,18.1,57.5,6.8,vegan,rajasthani,1,weight_loss|light
Upma 4775,breakfast,250,36.3,34.8,3.1,vegetarian,bengali,1,muscle_gain|high_protein
Tofu Curry 4776,dinner,679,8.7,68.6,13.2,vegan,hyderabadi,0,improve_stamina|carb_rich
Fruit Bowl 4777,breakfast,407,13.0,26.8,4.4,vegan,south_indian,1,improve_stamina|carb_rich
Grilled Chicken 4778,dinner,647,5.0,68.3,5.1,non_vegetarian,maharashtrian,0,weight_loss|light
Grilled Chicken 4779,dinner,632,18.6,67.3,8.0,non_vegetarian,punjabi,0,weight_loss|light
Oats with Milk 4780,breakfast,158,12.2,46.4,23.6,vegetarian,maharashtrian,0,balanced|beginner
Buttermilk 4781,snack,187,39.9,78.6,11.6,vegetarian,gujarati,1,muscle_gain|high_protein
Chicken Curry Rice 4782,lunch,368,29.6,50.3,6.4,non_vegetarian,maharashtrian,1,muscle_gain|high_protein
Paneer Sandwich 4783,breakfast,244,9.0,72.6,9.0,vegetarian,north_indian,1,improve_stamina|carb_rich
Vegetable Soup 4784,dinner,414,18.3,50.2,24.9,vegan,gujarati,0,balanced|beginner
Buttermilk 4785,snack,89,36.0,53.0,7.3,vegetarian,maharashtrian,1,muscle_gain|high_protein
Egg Curry 4786,dinner,358,18.8,76.2,18.6,non_vegetarian,north_indian,0,balanced|beginner
Tofu Stir Fry 4787,lunch,494,17.5,33.9,25.0,vegan,gujarati,0,balanced|beginner
Tofu Curry 4788,dinner,615,14.0,63.9,13.9,vegan,south_indian,0,balanced|beginner
Boiled Eggs 4789,snack,183,27.2,59.1,17.7,non_vegetarian,kerala,1,muscle_gain|high_protein
Kadhi Rice 4790,lunch,464,15.6,79.8,6.4,vegetarian,north_indian,1,improve_stamina|carb_rich
Vegetable Poha 4791,breakfast,309,19.3,25.9,19.8,vegetarian,south_indian,0,muscle_gain|high_protein
Paneer Cubes 4792,snack,193,17.6,22.7,7.2,vegetarian,rajasthani,1,balanced|beginner
Fruit Salad 4793,snack,226,11.0,52.3,13.8,vegan,north_indian,1,balanced|beginner
Fish Curry Rice 4794,lunch,543,10.1,70.8,19.5,non_vegetarian,hyderabadi,0,improve_stamina|carb_rich
Oats with Milk 4795,breakfast,181,17.7,57.2,24.9,vegetarian,bengali,0,balanced|beginner
Paneer Roti 4796,lunch,479,13.0,38.1,3.4,vegetarian,bengali,1,improve_stamina|carb_rich
Fruit Salad 4797,snack,173,34.0,57.3,15.8,vegan,south_indian,1,muscle_gain|high_protein
Pav Bhaji 4798,lunch,369,32.3,63.8,13.6,vegetarian,south_indian,1,muscle_gain|high_protein
Boiled Eggs 4799,snack,257,7.7,54.2,19.4,non_vegetarian,gujarati,0,improve_stamina|carb_rich
Pav Bhaji 4800,lunch,567,12.8,28.9,18.5,vegetarian,hyderabadi,0,weight_loss|light
Chicken Curry Rice 4801,lunch,392,13.1,33.1,6.5,non_vegetarian,north_indian,1,improve_stamina|carb_rich
Paneer Cubes 4802,snack,272,35.8,77.9,14.5,vegetarian,gujarati,1,muscle_gain|high_protein
Thepla 4803,breakfast,330,13.4,64.3,15.1,vegetarian,maharashtrian,1,balanced|beginner
Hyderabadi Biryani 4804,lunch,402,6.5,66.7,10.2,non_vegetarian,rajasthani,1,weight_loss|light
Chicken Curry Rice 4805,lunch,426,11.5,54.0,17.0,non_vegetarian,kerala,1,balanced|beginner
Oats with Milk 4806,breakfast,296,14.9,22.3,17.2,vegetarian,north_indian,1,balanced|beginner
Vegetable Khichdi 4807,lunch,356,15.2,70.4,7.4,vegetarian,mixed,1,balanced|beginner
Buttermilk 4808,snack,187,10.9,40.2,18.2,vegetarian,north_indian,0,weight_loss|light
Paneer Bhurji 4809,dinner,503,15.4,26.4,7.9,vegetarian,gujarati,0,improve_stamina|carb_rich
Roasted Chana 4810,snack,257,21.5,25.3,8.7,vegan,bengali,1,muscle_gain|high_protein
Chicken Curry Rice 4811,lunch,622,20.9,23.3,13.9,non_vegetarian,maharashtrian,0,muscle_gain|high_protein
Buttermilk 4812,snack,115,37.8,20.2,24.5,vegetarian,bengali,0,muscle_gain|high_protein
Masala Omelette 4813,breakfast,183,12.8,72.4,16.4,non_vegetarian,kerala,1,weight_loss|light
Egg Curry 4814,dinner,630,12.5,70.5,15.5,non_vegetarian,rajasthani,0,balanced|beginner
Idli Sambar 4815,breakfast,348,16.7,77.9,23.1,vegetarian,south_indian,0,balanced|beginner
Egg Curry 4816,dinner,400,41.0,45.0,15.2,non_vegetarian,maharashtrian,1,muscle_gain|high_protein
Paneer Roti 4817,lunch,660,42.9,64.6,3.6,vegetarian,mixed,0,muscle_gain|high_protein
Vegetable Khichdi 4818,lunch,371,15.3,26.0,22.8,vegetarian,punjabi,0,improve_stamina|carb_rich
Kadhi Rice 4819,lunch,693,10.4,34.0,24.7,vegetarian,rajasthani,0,balanced|beginner
Egg Curry 4820,dinner,481,5.4,59.6,13.6,non_vegetarian,mixed,1,weight_loss|light
Mixed Veg Curry 4821,dinner,500,7.0,72.5,17.4,vegetarian,south_indian,1,weight_loss|light
Dal Tadka 4822,dinner,434,13.8,35.1,6.0,vegetarian,south_indian,1,weight_loss|light
Fruit Bowl 4823,breakfast,387,6.0,58.2,10.2,vegan,maharashtrian,1,improve_stamina|carb_rich
Tofu Scramble 4824,breakfast,416,7.2,79.0,22.5,vegan,gujarati,0,improve_stamina|carb_rich
Protein Shake 4825,snack,132,8.5,69.6,11.9,vegetarian,punjabi,1,improve_stamina|carb_rich
Oats with Milk 4826,breakfast,187,33.5,68.1,15.6,vegetarian,gujarati,1,muscle_gain|high_protein
Oats with Milk 4827,breakfast,394,10.2,63.1,21.0,vegetarian,kerala,0,weight_loss|light
Egg Curry 4828,dinner,384,13.3,47.0,23.0,non_vegetarian,mixed,0,balanced|beginner
Upma 4829,breakfast,405,8.5,77.4,20.0,vegetarian,punjabi,0,weight_loss|light
Egg Curry 4830,dinner,643,23.0,79.7,14.1,non_vegetarian,punjabi,0,muscle_gain|high_protein
Idli Sambar 4831,breakfast,150,21.6,57.5,9.6,vegetarian,south_indian,1,muscle_gain|high_protein
Vegetable Soup 4832,dinner,693,8.1,27.1,24.5,vegan,north_indian,0,improve_stamina|carb_rich
Hyderabadi Biryani 4833,lunch,394,11.4,70.6,22.7,non_vegetarian,rajasthani,0,weight_loss|light
Buttermilk 4834,snack,154,17.7,76.5,18.7,vegetarian,gujarati,0,balanced|beginner
Fruit Salad 4835,snack,119,17.5,60.9,23.4,vegan,hyderabadi,0,weight_loss|light
Sprouts Salad 4836,snack,297,16.8,43.1,20.6,vegan,north_indian,0,balanced|beginner
Oats with Milk 4837,breakfast,374,12.1,41.5,14.4,vegetarian,bengali,1,improve_stamina|carb_rich
Egg Curry 4838,dinner,598,5.7,29.1,5.0,non_vegetarian,kerala,0,balanced|beginner
Fish Curry Rice 4839,lunch,438,17.9,29.7,9.4,non_vegetarian,bengali,1,balanced|beginner
Tofu Curry 4840,dinner,618,12.6,69.4,9.9,vegan,punjabi,0,weight_loss|light
Upma 4841,breakfast,254,17.6,52.4,21.5,vegetarian,punjabi,0,weight_loss|light
Corn Chaat 4842,snack,186,26.7,47.5,13.5,vegan,gujarati,1,muscle_gain|high_protein
Upma 4843,breakfast,224,12.0,55.0,8.9,vegetarian,kerala,1,balanced|beginner
Rajma Chawal 4844,lunch,432,6.0,58.3,5.1,vegetarian,north_indian,1,balanced|beginner
Oats with Milk 4845,breakfast,278,26.8,61.8,8.2,vegetarian,punjabi,1,muscle_gain|high_protein
Fruit Bowl 4846,breakfast,168,15.5,28.8,9.9,vegan,south_indian,1,balanced|beginner
Grilled Chicken 4847,dinner,537,35.3,35.4,19.2,non_vegetarian,kerala,0,muscle_gain|high_protein
Vegetable Khichdi 4848,lunch,522,5.9,52.1,16.8,vegetarian,bengali,0,balanced|beginner
Protein Shake 4849,snack,231,8.1,63.5,9.2,vegetarian,hyderabadi,1,balanced|beginner
Tofu Curry 4850,dinner,695,18.0,53.4,20.5,vegan,bengali,0,improve_stamina|carb_rich
Mixed Veg Curry 4851,dinner,429,6.3,32.2,13.2,vegetarian,maharashtrian,1,improve_stamina|carb_rich
Grilled Chicken 4852,dinner,616,33.1,44.1,12.2,non_vegetarian,mixed,0,muscle_gain|high_protein
Mixed Veg Curry 4853,dinner,394,5.3,71.5,3.7,vegetarian,maharashtrian,1,balanced|beginner
Hyderabadi Biryani 4854,lunch,682,14.9,33.9,23.7,non_vegetarian,hyderabadi,0,weight_loss|light
Roasted Chana 4855,snack,93,36.0,37.7,22.8,vegan,north_indian,0,muscle_gain|high_protein
Fruit Salad 4856,snack,175,33.2,34.1,22.7,vegan,rajasthani,0,muscle_gain|high_protein
Paneer Sandwich 4857,breakfast,298,17.4,60.7,16.7,vegetarian,south_indian,1,balanced|beginner
Rajma Chawal 4858,lunch,431,44.4,67.5,3.4,vegetarian,bengali,1,muscle_gain|high_protein
Oats with Milk 4859,breakfast,251,9.1,58.8,15.5,vegetarian,rajasthani,1,balanced|beginner
Roti Sabji 4860,dinner,525,7.2,40.1,24.3,vegetarian,maharashtrian,0,weight_loss|light
Vegetable Soup 4861,dinner,517,16.9,51.4,19.7,vegan,south_indian,0,balanced|beginner
Grilled Chicken 4862,dinner,520,7.0,29.9,11.6,non_vegetarian,hyderabadi,0,weight_loss|light
Dal Rice 4863,lunch,564,15.4,40.9,3.1,vegetarian,north_indian,0,weight_loss|light
Corn Chaat 4864,snack,165,13.7,55.3,17.8,vegan,punjabi,1,improve_stamina|carb_rich
Fruit Bowl 4865,breakfast,299,9.1,35.0,12.5,vegan,kerala,1,balanced|beginner
Fish Curry Rice 4866,lunch,368,13.3,43.6,11.3,non_vegetarian,gujarati,1,weight_loss|light
Pav Bhaji 4867,lunch,563,11.1,57.7,21.7,vegetarian,rajasthani,0,weight_loss|light
Tofu Curry 4868,dinner,373,19.5,26.5,7.5,vegan,punjabi,1,muscle_gain|high_protein
Paneer Roti 4869,lunch,393,19.7,71.1,13.1,vegetarian,south_indian,1,weight_loss|light
Vegetable Poha 4870,breakfast,187,14.0,37.8,5.2,vegetarian,kerala,1,weight_loss|light
Roasted Chana 4871,snack,165,8.1,34.1,15.0,vegan,maharashtrian,1,balanced|beginner
Chicken Curry Rice 4872,lunch,677,27.2,65.0,24.2,non_vegetarian,north_indian,0,muscle_gain|high_protein
Tofu Stir Fry 4873,lunch,410,18.8,58.2,4.7,vegan,gujarati,1,balanced|beginner
Fruit Salad 4874,snack,103,19.6,20.8,11.6,vegan,maharashtrian,1,balanced|beginner
Peanut Chaat 4875,snack,108,12.9,31.7,12.0,vegetarian,punjabi,1,improve_stamina|carb_rich
Vegetable Khichdi 4876,lunch,403,5.7,24.3,20.8,vegetarian,mixed,0,balanced|beginner
Dal Rice 4877,lunch,597,19.8,24.9,11.4,vegetarian,rajasthani,0,weight_loss|light
Dal Rice 4878,lunch,579,6.6,39.0,11.8,vegetarian,north_indian,0,balanced|beginner
Tofu Stir Fry 4879,lunch,479,5.8,51.5,18.4,vegan,maharashtrian,0,improve_stamina|carb_rich
Dal Tadka 4880,dinner,362,8.0,26.3,24.0,vegetarian,maharashtrian,0,improve_stamina|carb_rich
Roti Sabji 4881,dinner,552,25.8,20.3,14.0,vegetarian,punjabi,0,muscle_gain|high_protein
Idli Sambar 4882,breakfast,270,14.5,63.9,18.8,vegetarian,north_indian,0,improve_stamina|carb_rich
Oats with Milk 4883,breakfast,302,12.0,37.8,4.1,vegetarian,hyderabadi,1,balanced|beginner
Roasted Chana 4884,snack,198,5.5,23.1,7.1,vegan,kerala,1,balanced|beginner
Roasted Chana 4885,snack,107,19.9,27.0,23.2,vegan,gujarati,0,muscle_gain|high_protein
Paneer Roti 4886,lunch,377,25.2,23.7,24.4,vegetarian,mixed,0,muscle_gain|high_protein
Vegetable Soup 4887,dinner,469,30.9,31.2,19.0,vegan,bengali,0,muscle_gain|high_protein
Roti Sabji 4888,dinner,442,11.8,37.2,24.3,vegetarian,bengali,0,weight_loss|light
Upma 4889,breakfast,164,14.3,27.5,4.4,vegetarian,kerala,1,weight_loss|light
Idli Sambar 4890,breakfast,184,8.3,49.1,13.2,vegetarian,gujarati,1,balanced|beginner
Grilled Chicken 4891,dinner,572,19.6,36.6,3.9,non_vegetarian,gujarati,0,weight_loss|light
Chicken Curry Rice 4892,lunch,547,13.6,32.3,7.0,non_vegetarian,mixed,0,improve_stamina|carb_rich
Sabudana Khichdi 4893,breakfast,303,16.1,62.0,3.0,vegetarian,bengali,1,improve_stamina|carb_rich
Chicken Curry Rice 4894,lunch,521,6.6,61.3,12.2,non_vegetarian,maharashtrian,0,improve_stamina|carb_rich
Sprouts Salad 4895,snack,113,44.2,35.8,20.3,vegan,punjabi,0,muscle_gain|high_protein
Hyderabadi Biryani 4896,lunch,490,25.7,38.0,18.2,non_vegetarian,maharashtrian,0,muscle_gain|high_protein
Vegetable Soup 4897,dinner,488,13.3,54.9,14.5,vegan,maharashtrian,1,improve_stamina|carb_rich
Fruit Bowl 4898,breakfast,448,37.2,61.3,13.5,vegan,hyderabadi,1,muscle_gain|high_protein
Paneer Cubes 4899,snack,102,33.0,28.0,8.2,vegetarian,north_indian,1,muscle_gain|high_protein
Sprouts Salad 4900,snack,154,7.8,55.8,19.2,vegan,hyderabadi,0,balanced|beginner
Fruit Salad 4901,snack,237,10.4,42.7,24.3,vegan,bengali,0,weight_loss|light
Tofu Curry 4902,dinner,532,10.5,36.6,21.7,vegan,maharashtrian,0,improve_stamina|carb_rich
Vegetable Soup 4903,dinner,614,19.3,65.3,13.3,vegan,kerala,0,balanced|beginner
Roti Sabji 4904,dinner,491,11.8,40.2,18.6,vegetarian,south_indian,0,improve_stamina|carb_rich
Hyderabadi Biryani 4905,lunch,596,7.7,60.0,7.3,non_vegetarian,maharashtrian,0,weight_loss|light
Pav Bhaji 4906,lunch,643,42.6,58.5,3.2,vegetarian,north_indian,0,muscle_gain|high_protein
Fish Curry Rice 4907,lunch,544,9.3,55.3,19.6,non_vegetarian,rajasthani,0,weight_loss|light
Chicken Curry Rice 4908,lunch,545,15.8,68.7,20.1,non_vegetarian,south_indian,0,improve_stamina|carb_rich
Buttermilk 4909,snack,152,5.8,24.2,9.1,vegetarian,south_indian,1,balanced|beginner
Peanut Chaat 4910,snack,208,41.0,50.4,14.4,vegetarian,kerala,1,muscle_gain|high_protein
Vegetable Soup 4911,dinner,364,5.5,54.9,20.7,vegan,south_indian,0,improve_stamina|carb_rich
Upma 4912,breakfast,349,23.6,57.1,23.8,vegetarian,mixed,0,muscle_gain|high_protein
Corn Chaat 4913,snack,136,16.3,33.6,4.2,vegan,rajasthani,1,improve_stamina|carb_rich
Idli Sambar 4914,breakfast,349,6.4,28.6,3.6,vegetarian,bengali,1,weight_loss|light
Grilled Chicken 4915,dinner,378,42.8,46.9,5.0,non_vegetarian,gujarati,1,muscle_gain|high_protein
Chicken Curry Rice 4916,lunch,460,17.0,46.1,9.2,non_vegetarian,hyderabadi,1,improve_stamina|carb_rich
Fish Curry Rice 4917,lunch,493,14.1,78.8,22.9,non_vegetarian,south_indian,0,improve_stamina|carb_rich
Tofu Stir Fry 4918,lunch,695,10.3,52.0,10.4,vegan,kerala,0,improve_stamina|carb_rich
Tofu Scramble 4919,breakfast,374,16.6,60.1,22.1,vegan,rajasthani,0,balanced|beginner
Roti Sabji 4920,dinner,691,17.7,57.0,13.2,vegetarian,punjabi,0,weight_loss|light
Masala Omelette 4921,breakfast,416,9.9,28.6,7.8,non_vegetarian,punjabi,1,weight_loss|light
Tofu Scramble 4922,breakfast,365,19.5,21.6,8.7,vegan,mixed,1,weight_loss|light
Fruit Bowl 4923,breakfast,444,19.2,70.4,17.9,vegan,maharashtrian,1,balanced|beginner
Buttermilk 4924,snack,162,13.9,69.4,19.7,vegetarian,hyderabadi,0,balanced|beginner
Pav Bhaji 4925,lunch,549,19.3,32.6,24.6,vegetarian,rajasthani,0,weight_loss|light
Sprouts Salad 4926,snack,129,19.6,61.7,4.8,vegan,kerala,1,improve_stamina|carb_rich
Grilled Chicken 4927,dinner,419,15.1,32.0,12.3,non_vegetarian,rajasthani,1,weight_loss|light
Paneer Bhurji 4928,dinner,374,9.5,37.8,15.6,vegetarian,kerala,1,improve_stamina|carb_rich
Grilled Chicken 4929,dinner,386,7.0,24.9,8.7,non_vegetarian,mixed,1,improve_stamina|carb_rich
Roti Sabji 4930,dinner,443,22.1,55.2,12.9,vegetarian,rajasthani,1,muscle_gain|high_protein
Fish Fry 4931,dinner,497,15.1,66.6,3.1,non_vegetarian,maharashtrian,1,improve_stamina|carb_rich
Chicken Curry Rice 4932,lunch,562,12.2,59.6,14.4,non_vegetarian,bengali,0,weight_loss|light
Fish Curry Rice 4933,lunch,365,11.8,29.8,23.0,non_vegetarian,maharashtrian,0,weight_loss|light
Peanut Chaat 4934,snack,137,15.4,45.9,13.1,vegetarian,north_indian,1,balanced|beginner
Upma 4935,breakfast,381,11.1,50.1,17.0,vegetarian,mixed,1,improve_stamina|carb_rich
Paneer Cubes 4936,snack,299,15.9,51.3,8.8,vegetarian,rajasthani,1,weight_loss|light
Boiled Eggs 4937,snack,83,8.5,44.9,22.2,non_vegetarian,gujarati,0,weight_loss|light
Pav Bhaji 4938,lunch,472,8.0,51.1,18.2,vegetarian,mixed,0,weight_loss|light
Chicken Curry Rice 4939,lunch,620,15.7,28.9,9.6,non_vegetarian,mixed,0,improve_stamina|carb_rich
Vegetable Poha 4940,breakfast,386,9.8,35.5,3.1,vegetarian,mixed,1,weight_loss|light
Sprouts Salad 4941,snack,83,9.6,78.0,14.8,vegan,maharashtrian,1,improve_stamina|carb_rich
Mixed Veg Curry 4942,dinner,691,7.1,76.0,9.5,vegetarian,hyderabadi,0,improve_stamina|carb_rich
Boiled Eggs 4943,snack,116,12.4,75.3,21.7,non_vegetarian,mixed,0,improve_stamina|carb_rich
Protein Shake 4944,snack,153,12.7,26.3,21.8,vegetarian,hyderabadi,0,improve_stamina|carb_rich
Roti Sabji 4945,dinner,588,10.1,47.4,20.7,vegetarian,maharashtrian,0,improve_stamina|carb_rich
Paneer Sandwich 4946,breakfast,237,8.7,48.1,21.5,vegetarian,mixed,0,improve_stamina|carb_rich
Paneer Sandwich 4947,breakfast,349,42.4,46.6,15.9,vegetarian,maharashtrian,1,muscle_gain|high_protein
Fruit Salad 4948,snack,253,15.4,63.8,20.3,vegan,punjabi,0,balanced|beginner
